departureAirport,origCountry,arrivalAirport,destCountry,aircraftName,Frequency,departure_latitude,departure_longitude,arrival_latitude,arrival_longitude
FUK,Japan,TPE,Taiwan,Airbus A340-300,69,33.5859,130.451,25.0777,121.233
JED,Saudi Arabia,LHR,United Kingdom,Boeing B777-300,69,21.6796,39.1565,51.4775,-0.461389
JED,Saudi Arabia,SHJ,United Arab Emirates,Boeing B747F-Unspecified,69,21.6796,39.1565,25.3286,55.5172
ICN,South Korea,FUK,Japan,Boeing B767-300,69,37.4633,126.44,33.5859,130.451
TPE,Taiwan,FUK,Japan,Airbus A340-300,69,25.0777,121.233,33.5859,130.451
DAC,Bangladesh,DEL,India,Boeing B747-8F,69,23.8433,90.3978,28.5665,77.1031
JED,Saudi Arabia,LHR,United Kingdom,Boeing B767-300ER,69,21.6796,39.1565,51.4775,-0.461389
BKK,Thailand,ICN,South Korea,Boeing B767-300,68,13.6811,100.747,37.4633,126.44
CGP,Bangladesh,AUH,United Arab Emirates,Airbus A310-300,68,22.2496,91.8133,24.433,54.6511
DOH,Qatar,DXB,United Arab Emirates,Airbus A310-300,68,25.2731,51.6081,25.2528,55.3644
ICN,South Korea,BKK,Thailand,Boeing B767-300,68,37.4633,126.44,13.6811,100.747
AUH,United Arab Emirates,FRA,Germany,Airbus A330-200F,67,24.433,54.6511,50.0333,8.57056
PEK,China,HAN,Vietnam,Boeing B777-200ER,67,40.0725,116.598,21.2212,105.807
ICN,South Korea,NRT,Japan,Boeing B777-300,67,37.4633,126.44,35.7653,140.386
NRT,Japan,ICN,South Korea,Boeing B777-300,67,35.7653,140.386,37.4633,126.44
NGO,Japan,BKK,Thailand,Airbus A330-Unspecified,67,34.8584,136.805,13.6811,100.747
NRT,Japan,ICN,South Korea,Airbus A380-800,67,35.7653,140.386,37.4633,126.44
BKK,Thailand,NGO,Japan,Airbus A330-Unspecified,67,13.6811,100.747,34.8584,136.805
JED,Saudi Arabia,DOH,Qatar,Airbus A330-200,67,21.6796,39.1565,25.2731,51.6081
ICN,South Korea,NRT,Japan,Airbus A380-800,67,37.4633,126.44,35.7653,140.386
BLR,India,DXB,United Arab Emirates,Boeing B777-300ER,66,13.1979,77.7063,25.2528,55.3644
HAN,Vietnam,PEK,China,Boeing B777-200ER,66,21.2212,105.807,40.0725,116.598
NRT,Japan,PVG,China,Boeing B777-200/200ER,66,35.7653,140.386,31.1434,121.805
DXB,United Arab Emirates,BLR,India,Boeing B777-300ER,66,25.2528,55.3644,13.1979,77.7063
NRT,Japan,PEK,China,Boeing B777-200/200ER,66,35.7653,140.386,40.0725,116.598
PEK,China,NRT,Japan,Boeing B777-Unspecified,66,40.0725,116.598,35.7653,140.386
HAN,Vietnam,BKK,Thailand,Boeing B787-Unspecified,66,21.2212,105.807,13.6811,100.747
BKK,Thailand,HAN,Vietnam,Boeing B787-Unspecified,66,13.6811,100.747,21.2212,105.807
ICN,South Korea,TLV,Israel,Airbus A330-200,66,37.4633,126.44,32.0114,34.8867
DXB,United Arab Emirates,BLR,India,Boeing B777-200LR,66,25.2528,55.3644,13.1979,77.7063
PVG,China,NRT,Japan,Boeing B777-200/200ER,66,31.1434,121.805,35.7653,140.386
NRT,Japan,PEK,China,Boeing B777-Unspecified,66,35.7653,140.386,40.0725,116.598
BOM,India,SIN,Singapore,Boeing B747-400F,66,19.0887,72.8679,1.35019,103.994
TLV,Israel,ICN,South Korea,Airbus A330-200,66,32.0114,34.8867,37.4633,126.44
PEK,China,NRT,Japan,Boeing B777-200/200ER,66,40.0725,116.598,35.7653,140.386
DOH,Qatar,FCO,Italy,Airbus A330-200,66,25.2731,51.6081,41.8003,12.2389
ICN,South Korea,XIY,China,Boeing B747-400F,65,37.4633,126.44,34.4471,108.752
DOH,Qatar,HKT,Thailand,Airbus A330-200,65,25.2731,51.6081,8.1132,98.3169
HKT,Thailand,ZRH,Switzerland,Airbus A330-200,65,8.1132,98.3169,47.4647,8.54917
DXB,United Arab Emirates,ICN,South Korea,Boeing B777-200ER,65,25.2528,55.3644,37.4633,126.44
HKT,Thailand,DOH,Qatar,Airbus A330-200,65,8.1132,98.3169,25.2731,51.6081
MAA,India,LHR,United Kingdom,Boeing B787-8,65,12.99,80.1693,51.4775,-0.461389
BLR,India,DXB,United Arab Emirates,Boeing B777-200LR,65,13.1979,77.7063,25.2528,55.3644
NRT,Japan,BKK,Thailand,Airbus A330-300,65,35.7653,140.386,13.6811,100.747
DOH,Qatar,JED,Saudi Arabia,Airbus A330-200,65,25.2731,51.6081,21.6796,39.1565
NRT,Japan,MUC,Germany,Airbus A340-600,65,35.7653,140.386,48.3538,11.7861
SHJ,United Arab Emirates,JED,Saudi Arabia,Boeing B747-400F,65,25.3286,55.5172,21.6796,39.1565
ICN,South Korea,DXB,United Arab Emirates,Boeing B777-200ER,65,37.4633,126.44,25.2528,55.3644
XIY,China,ICN,South Korea,Boeing B747-400F,64,34.4471,108.752,37.4633,126.44
HND,Japan,FRA,Germany,Boeing B747-8,64,35.5533,139.781,50.0333,8.57056
MAA,India,SHJ,United Arab Emirates,Boeing MD-11F,64,12.99,80.1693,25.3286,55.5172
AUH,United Arab Emirates,GVA,Switzerland,Airbus A340-500,64,24.433,54.6511,46.2381,6.10895
TPE,Taiwan,NGB,China,Airbus A340-300,64,25.0777,121.233,29.8267,121.462
SIN,Singapore,AUH,United Arab Emirates,Boeing B747-400F,64,1.35019,103.994,24.433,54.6511
AUH,United Arab Emirates,LHR,United Kingdom,Boeing B747-400F,64,24.433,54.6511,51.4775,-0.461389
NGB,China,TPE,Taiwan,Airbus A340-300,64,29.8267,121.462,25.0777,121.233
AUH,United Arab Emirates,RUH,Saudi Arabia,Airbus A330-200,64,24.433,54.6511,24.9576,46.6988
JED,Saudi Arabia,FRA,Germany,Airbus A340-300,64,21.6796,39.1565,50.0333,8.57056
BKK,Thailand,NRT,Japan,Airbus A330-300,64,13.6811,100.747,35.7653,140.386
KIX,Japan,FRA,Germany,Airbus A340-300,64,34.4305,135.23,50.0333,8.57056
BKK,Thailand,DXB,United Arab Emirates,Boeing B777-200/200ER,63,13.6811,100.747,25.2528,55.3644
DMM,Saudi Arabia,DWC,United Arab Emirates,Boeing B747-400F,63,26.4712,49.7979,24.8964,55.1614
DXB,United Arab Emirates,JED,Saudi Arabia,Boeing B777-300,63,25.2528,55.3644,21.6796,39.1565
AUH,United Arab Emirates,CDG,France,Airbus A330-300,63,24.433,54.6511,49.0097,2.54778
RUH,Saudi Arabia,FRA,Germany,Airbus A340-300,63,24.9576,46.6988,50.0333,8.57056
NKG,China,TPE,Taiwan,Boeing B747-400M,63,31.742,118.862,25.0777,121.233
HND,Japan,HAN,Vietnam,Boeing B767-300ER,63,35.5533,139.781,21.2212,105.807
MAA,India,SHJ,United Arab Emirates,Boeing B747-400F,63,12.99,80.1693,25.3286,55.5172
RUH,Saudi Arabia,AUH,United Arab Emirates,Airbus A330-200,63,24.9576,46.6988,24.433,54.6511
HAN,Vietnam,HND,Japan,Boeing B767-300ER,63,21.2212,105.807,35.5533,139.781
DXB,United Arab Emirates,BKK,Thailand,Boeing B777-200/200ER,63,25.2528,55.3644,13.6811,100.747
TPE,Taiwan,NKG,China,Boeing B747-400M,63,25.0777,121.233,31.742,118.862
ICN,South Korea,ZRH,Switzerland,Airbus A330-200,63,37.4633,126.44,47.4647,8.54917
NRT,Japan,ICN,South Korea,Boeing B777-200LRF,62,35.7653,140.386,37.4633,126.44
MAA,India,FRA,Germany,Boeing B747-400,62,12.99,80.1693,50.0333,8.57056
HGH,China,TPE,Taiwan,Boeing B777-300ER,62,30.2295,120.434,25.0777,121.233
DXB,United Arab Emirates,OSL,Norway,Boeing B777-300ER,62,25.2528,55.3644,60.1939,11.1004
JED,Saudi Arabia,DXB,United Arab Emirates,Boeing B777-300,62,21.6796,39.1565,25.2528,55.3644
DXB,United Arab Emirates,RUH,Saudi Arabia,Boeing B777-200/200ER,62,25.2528,55.3644,24.9576,46.6988
CKG,China,KHH,Taiwan,Airbus A330-300,62,29.7192,106.642,22.5771,120.35
TPE,Taiwan,HGH,China,Boeing B777-300ER,62,25.0777,121.233,30.2295,120.434
RUH,Saudi Arabia,DXB,United Arab Emirates,Boeing B777-200/200ER,62,24.9576,46.6988,25.2528,55.3644
TLV,Israel,BCN,Spain,Boeing B747-400,62,32.0114,34.8867,41.2971,2.07846
KHH,Taiwan,CKG,China,Airbus A330-300,62,22.5771,120.35,29.7192,106.642
BOM,India,DOH,Qatar,Airbus A330-200F,62,19.0887,72.8679,25.2731,51.6081
KIX,Japan,TAO,China,Boeing B767F-Unspecified,62,34.4305,135.23,36.2661,120.374
DEL,India,FRA,Germany,Airbus A380-800,62,28.5665,77.1031,50.0333,8.57056
DWC,United Arab Emirates,DMM,Saudi Arabia,Boeing B777-200LRF,61,24.8964,55.1614,26.4712,49.7979
DWC,United Arab Emirates,CGP,Bangladesh,Boeing B777-200LRF,61,24.8964,55.1614,22.2496,91.8133
DMM,Saudi Arabia,BRU,Belgium,Boeing B747-400F,60,26.4712,49.7979,50.9014,4.48444
ICN,South Korea,HKT,Thailand,Airbus A330-200,60,37.4633,126.44,8.1132,98.3169
CAN,China,RUH,Saudi Arabia,Boeing B747F-Unspecified,60,23.3924,113.299,24.9576,46.6988
DAC,Bangladesh,DMM,Saudi Arabia,Boeing B747-400F,60,23.8433,90.3978,26.4712,49.7979
AUH,United Arab Emirates,CGP,Bangladesh,Boeing B777-200/200ER,60,24.433,54.6511,22.2496,91.8133
HKT,Thailand,ICN,South Korea,Airbus A330-200,60,8.1132,98.3169,37.4633,126.44
TLV,Israel,MRS,France,Boeing B767-300ER,60,32.0114,34.8867,43.4393,5.22142
BKK,Thailand,DWC,United Arab Emirates,Boeing B747-400F,60,13.6811,100.747,24.8964,55.1614
DOH,Qatar,CDG,France,Airbus A380-800,60,25.2731,51.6081,49.0097,2.54778
DAC,Bangladesh,JED,Saudi Arabia,Boeing B777-200/200ER,60,23.8433,90.3978,21.6796,39.1565
BKK,Thailand,BOM,India,Boeing B787-8,59,13.6811,100.747,19.0887,72.8679
DEL,India,BKK,Thailand,Boeing B787-8,59,28.5665,77.1031,13.6811,100.747
ICN,South Korea,KIX,Japan,Boeing B747-8F,59,37.4633,126.44,34.4305,135.23
BKK,Thailand,DEL,India,Boeing B787-8,59,13.6811,100.747,28.5665,77.1031
BKK,Thailand,HAN,Vietnam,Airbus A300-600,59,13.6811,100.747,21.2212,105.807
HAN,Vietnam,BKK,Thailand,Airbus A300-600,59,21.2212,105.807,13.6811,100.747
DOH,Qatar,FRA,Germany,Boeing B777-200LR,59,25.2731,51.6081,50.0333,8.57056
TLV,Israel,LHR,United Kingdom,Boeing B747-400,59,32.0114,34.8867,51.4775,-0.461389
DLC,China,ICN,South Korea,Airbus A330-300,59,38.9657,121.539,37.4633,126.44
PEK,China,MUC,Germany,Airbus A340-300,59,40.0725,116.598,48.3538,11.7861
ICN,South Korea,DLC,China,Airbus A330-300,59,37.4633,126.44,38.9657,121.539
DEL,India,DOH,Qatar,Airbus A330-200F,58,28.5665,77.1031,25.2731,51.6081
KIX,Japan,ICN,South Korea,Boeing B777-300ER,58,34.4305,135.23,37.4633,126.44
ICN,South Korea,KIX,Japan,Boeing B777-300ER,58,37.4633,126.44,34.4305,135.23
DXB,United Arab Emirates,OSL,Norway,Boeing B777-200LR,58,25.2528,55.3644,60.1939,11.1004
NKG,China,TPE,Taiwan,Airbus A330-200,58,31.742,118.862,25.0777,121.233
CAN,China,DXB,United Arab Emirates,Airbus A330-300,58,23.3924,113.299,25.2528,55.3644
PEK,China,TXL,Germany,Airbus A330-300,58,40.0725,116.598,52.5597,13.2877
HKT,Thailand,FRA,Germany,Boeing B767-Unspecified,58,8.1132,98.3169,50.0333,8.57056
TPE,Taiwan,NKG,China,Airbus A330-200,58,25.0777,121.233,31.742,118.862
BOM,India,BKK,Thailand,Boeing B787-8,58,19.0887,72.8679,13.6811,100.747
DOH,Qatar,COK,India,Airbus A330-200,57,25.2731,51.6081,10.152,76.4019
WUH,China,CDG,France,Boeing B777-200ER,57,30.7838,114.208,49.0097,2.54778
DXB,United Arab Emirates,CAN,China,Airbus A330-300,57,25.2528,55.3644,23.3924,113.299
NRT,Japan,FRA,Germany,Airbus A340-300,57,35.7653,140.386,50.0333,8.57056
DOH,Qatar,DEL,India,Airbus A330-200F,57,25.2731,51.6081,28.5665,77.1031
PEK,China,BKK,Thailand,Airbus A330-300,56,40.0725,116.598,13.6811,100.747
COK,India,DOH,Qatar,Airbus A330-200,56,10.152,76.4019,25.2731,51.6081
JED,Saudi Arabia,MAD,Spain,Airbus A330-300,56,21.6796,39.1565,40.4719,-3.56264
ICN,South Korea,MUC,Germany,Airbus A340-300,56,37.4633,126.44,48.3538,11.7861
NRT,Japan,BKK,Thailand,Airbus A340-600,56,35.7653,140.386,13.6811,100.747
BKK,Thailand,NRT,Japan,Airbus A340-600,56,13.6811,100.747,35.7653,140.386
FUK,Japan,TPE,Taiwan,Airbus A330-200,56,33.5859,130.451,25.0777,121.233
TPE,Taiwan,FUK,Japan,Airbus A330-200,56,25.0777,121.233,33.5859,130.451
SHJ,United Arab Emirates,JED,Saudi Arabia,Boeing B747F-Unspecified,56,25.3286,55.5172,21.6796,39.1565
ICN,South Korea,BOM,India,Airbus A330-300,56,37.4633,126.44,19.0887,72.8679
BOM,India,ICN,South Korea,Airbus A330-300,56,19.0887,72.8679,37.4633,126.44
BKK,Thailand,PEK,China,Airbus A330-300,56,13.6811,100.747,40.0725,116.598
RUH,Saudi Arabia,AUH,United Arab Emirates,Boeing B777-300ER,55,24.9576,46.6988,24.433,54.6511
SHE,China,ICN,South Korea,Boeing B777-200ER,55,41.6398,123.483,37.4633,126.44
ICN,South Korea,SHE,China,Boeing B777-200ER,55,37.4633,126.44,41.6398,123.483
NGO,Japan,ICN,South Korea,Airbus A330-200,55,34.8584,136.805,37.4633,126.44
DOH,Qatar,DMM,Saudi Arabia,Boeing B787-8,55,25.2731,51.6081,26.4712,49.7979
ICN,South Korea,NGO,Japan,Airbus A330-200,55,37.4633,126.44,34.8584,136.805
PEK,China,ICN,South Korea,Boeing B777-300ER,55,40.0725,116.598,37.4633,126.44
DMM,Saudi Arabia,DOH,Qatar,Boeing B787-8,55,26.4712,49.7979,25.2731,51.6081
ICN,South Korea,PEK,China,Boeing B777-300ER,55,37.4633,126.44,40.0725,116.598
PVG,China,BKK,Thailand,Boeing B767-300ER,55,31.1434,121.805,13.6811,100.747
TPE,Taiwan,CTU,China,Airbus A330-300,54,25.0777,121.233,30.5785,103.947
PVG,China,ICN,South Korea,Boeing B747-8F,54,31.1434,121.805,37.4633,126.44
CTU,China,TPE,Taiwan,Airbus A330-300,54,30.5785,103.947,25.0777,121.233
DEL,India,FRA,Germany,Boeing MD-11F,54,28.5665,77.1031,50.0333,8.57056
PEK,China,CDG,France,Boeing B777-200ER,54,40.0725,116.598,49.0097,2.54778
BLR,India,CDG,France,Boeing B777-200ER,53,13.1979,77.7063,49.0097,2.54778
TPE,Taiwan,CTU,China,Boeing B747-400,53,25.0777,121.233,30.5785,103.947
CTU,China,TPE,Taiwan,Boeing B747-400,53,30.5785,103.947,25.0777,121.233
DMM,Saudi Arabia,BLR,India,Airbus A330-300,53,26.4712,49.7979,13.1979,77.7063
AUH,United Arab Emirates,FRA,Germany,Boeing B777-200LR,53,24.433,54.6511,50.0333,8.57056
BKK,Thailand,PVG,China,Boeing B767-300ER,53,13.6811,100.747,31.1434,121.805
TPE,Taiwan,SZX,China,Airbus A330-300,53,25.0777,121.233,22.6393,113.811
CTU,China,LHR,United Kingdom,Boeing B777-Unspecified,53,30.5785,103.947,51.4775,-0.461389
BLR,India,JED,Saudi Arabia,Airbus A330-300,52,13.1979,77.7063,21.6796,39.1565
CAN,China,JED,Saudi Arabia,Boeing B777-200ER,52,23.3924,113.299,21.6796,39.1565
DOH,Qatar,PEK,China,Airbus A330-300,52,25.2731,51.6081,40.0725,116.598
DOH,Qatar,SIN,Singapore,Boeing B747-400F,52,25.2731,51.6081,1.35019,103.994
SZX,China,TPE,Taiwan,Airbus A330-300,52,22.6393,113.811,25.0777,121.233
DMM,Saudi Arabia,CCJ,India,Boeing B777-200ER,52,26.4712,49.7979,11.1368,75.9553
AUH,United Arab Emirates,DAC,Bangladesh,Airbus A330-200F,52,24.433,54.6511,23.8433,90.3978
JED,Saudi Arabia,CGP,Bangladesh,Boeing B777-300,52,21.6796,39.1565,22.2496,91.8133
DWC,United Arab Emirates,CPH,Denmark,Boeing B777-200LRF,52,24.8964,55.1614,55.6179,12.656
DAC,Bangladesh,FRA,Germany,Boeing B777-200/200ER,52,23.8433,90.3978,50.0333,8.57056
AUH,United Arab Emirates,CDG,France,Airbus A330-200,52,24.433,54.6511,49.0097,2.54778
TPE,Taiwan,NRT,Japan,Airbus A330-Unspecified,52,25.0777,121.233,35.7653,140.386
RUH,Saudi Arabia,DOH,Qatar,Airbus A330-300,52,24.9576,46.6988,25.2731,51.6081
RUH,Saudi Arabia,DEL,India,Boeing B777-200LR,52,24.9576,46.6988,28.5665,77.1031
JED,Saudi Arabia,DAC,Bangladesh,Boeing B777-300,52,21.6796,39.1565,23.8433,90.3978
DOH,Qatar,AUH,United Arab Emirates,Airbus A300-600,52,25.2731,51.6081,24.433,54.6511
FUK,Japan,ICN,South Korea,Boeing B777-300ER,52,33.5859,130.451,37.4633,126.44
RUH,Saudi Arabia,BLR,India,Airbus A330-300,52,24.9576,46.6988,13.1979,77.7063
PVG,China,DEL,India,Boeing B777-200LRF,52,31.1434,121.805,28.5665,77.1031
DWC,United Arab Emirates,ZAZ,Spain,Boeing B777-200LRF,52,24.8964,55.1614,41.6662,-1.04155
ICN,South Korea,FUK,Japan,Boeing B777-300ER,52,37.4633,126.44,33.5859,130.451
NRT,Japan,TPE,Taiwan,Airbus A330-Unspecified,52,35.7653,140.386,25.0777,121.233
AUH,United Arab Emirates,DOH,Qatar,Airbus A330-200F,52,24.433,54.6511,25.2731,51.6081
JED,Saudi Arabia,BLR,India,Airbus A330-300,52,21.6796,39.1565,13.1979,77.7063
JED,Saudi Arabia,CAN,China,Boeing B777-200ER,52,21.6796,39.1565,23.3924,113.299
DMM,Saudi Arabia,FRA,Germany,Boeing B747-8F,52,26.4712,49.7979,50.0333,8.57056
DOH,Qatar,RUH,Saudi Arabia,Airbus A330-300,52,25.2731,51.6081,24.9576,46.6988
DAC,Bangladesh,AUH,United Arab Emirates,Airbus A330-200F,52,23.8433,90.3978,24.433,54.6511
CCJ,India,DMM,Saudi Arabia,Boeing B777-200ER,52,11.1368,75.9553,26.4712,49.7979
BKK,Thailand,PVG,China,Boeing B777-200ER,52,13.6811,100.747,31.1434,121.805
NRT,Japan,SIN,Singapore,Boeing B747-400F,52,35.7653,140.386,1.35019,103.994
TPE,Taiwan,ICN,South Korea,Boeing B767-300ERF,52,25.0777,121.233,37.4633,126.44
BLR,India,RUH,Saudi Arabia,Airbus A330-300,52,13.1979,77.7063,24.9576,46.6988
BOM,India,AUH,United Arab Emirates,Airbus A330-200F,52,19.0887,72.8679,24.433,54.6511
PEK,China,DOH,Qatar,Airbus A330-300,52,40.0725,116.598,25.2731,51.6081
DAC,Bangladesh,CKG,China,Boeing B777-200LRF,52,23.8433,90.3978,29.7192,106.642
DEL,India,RUH,Saudi Arabia,Boeing B777-200LR,52,28.5665,77.1031,24.9576,46.6988
CGP,Bangladesh,JED,Saudi Arabia,Boeing B777-200/200ER,52,22.2496,91.8133,21.6796,39.1565
PVG,China,BKK,Thailand,Boeing B777-200ER,52,31.1434,121.805,13.6811,100.747
DOH,Qatar,HAN,Vietnam,Boeing B747-400F,52,25.2731,51.6081,21.2212,105.807
DAC,Bangladesh,NNG,China,Boeing B777-200LRF,52,23.8433,90.3978,22.6083,108.172
DLC,China,TPE,Taiwan,Airbus A330-300,51,38.9657,121.539,25.0777,121.233
PVG,China,DEL,India,Airbus A330-200F,51,31.1434,121.805,28.5665,77.1031
CGP,Bangladesh,JED,Saudi Arabia,Boeing B777-300,51,22.2496,91.8133,21.6796,39.1565
SGN,Vietnam,BKK,Thailand,Boeing B787-Unspecified,51,10.8188,106.652,13.6811,100.747
DOH,Qatar,RUH,Saudi Arabia,Airbus A330-200,51,25.2731,51.6081,24.9576,46.6988
BKK,Thailand,SGN,Vietnam,Boeing B787-Unspecified,51,13.6811,100.747,10.8188,106.652
AUH,United Arab Emirates,RUH,Saudi Arabia,Boeing B777-300ER,51,24.433,54.6511,24.9576,46.6988
JED,Saudi Arabia,CGP,Bangladesh,Boeing B777-200/200ER,51,21.6796,39.1565,22.2496,91.8133
DAC,Bangladesh,ICN,South Korea,Boeing B747-400F,51,23.8433,90.3978,37.4633,126.44
TPE,Taiwan,NKG,China,Boeing B747-400F,51,25.0777,121.233,31.742,118.862
MAA,India,DMM,Saudi Arabia,Airbus A330-300,51,12.99,80.1693,26.4712,49.7979
BLR,India,DMM,Saudi Arabia,Airbus A330-300,51,13.1979,77.7063,26.4712,49.7979
DEL,India,AUH,United Arab Emirates,Airbus A330-200F,51,28.5665,77.1031,24.433,54.6511
PEK,China,KIX,Japan,Boeing B747-400F,51,40.0725,116.598,34.4305,135.23
DXB,United Arab Emirates,ZAZ,Spain,Boeing B747-400F,51,25.2528,55.3644,41.6662,-1.04155
TPE,Taiwan,DLC,China,Airbus A330-300,51,25.0777,121.233,38.9657,121.539
DXB,United Arab Emirates,DAC,Bangladesh,Boeing B777-200LRF,50,25.2528,55.3644,23.8433,90.3978
MAA,India,FRA,Germany,Boeing B747-400F,50,12.99,80.1693,50.0333,8.57056
DAC,Bangladesh,AUH,United Arab Emirates,Boeing B747F-Unspecified,50,23.8433,90.3978,24.433,54.6511
AUH,United Arab Emirates,BOM,India,Airbus A330-300,50,24.433,54.6511,19.0887,72.8679
BKK,Thailand,FUK,Japan,Boeing B787-Unspecified,50,13.6811,100.747,33.5859,130.451
BLR,India,SHJ,United Arab Emirates,Boeing B747-400F,50,13.1979,77.7063,25.3286,55.5172
DAC,Bangladesh,DXB,United Arab Emirates,Boeing B777-200LRF,50,23.8433,90.3978,25.2528,55.3644
SIN,Singapore,BLR,India,Boeing B747-400F,50,1.35019,103.994,13.1979,77.7063
DMM,Saudi Arabia,MAA,India,Airbus A330-300,50,26.4712,49.7979,12.99,80.1693
DAC,Bangladesh,DXB,United Arab Emirates,Airbus A330-200,49,23.8433,90.3978,25.2528,55.3644
CTS,Japan,ICN,South Korea,Airbus A330-300,49,,,37.4633,126.44
DXB,United Arab Emirates,DAC,Bangladesh,Airbus A330-200,49,25.2528,55.3644,23.8433,90.3978
NRT,Japan,TPE,Taiwan,Boeing B747F-Unspecified,49,35.7653,140.386,25.0777,121.233
ICN,South Korea,CTS,Japan,Airbus A330-300,49,37.4633,126.44,,
TPE,Taiwan,BKK,Thailand,Boeing B747F-Unspecified,49,25.0777,121.233,13.6811,100.747
FUK,Japan,BKK,Thailand,Boeing B787-Unspecified,49,33.5859,130.451,13.6811,100.747
RUH,Saudi Arabia,DOH,Qatar,Airbus A330-200,49,24.9576,46.6988,25.2731,51.6081
ICN,South Korea,CTU,China,Airbus A330-Unspecified,49,37.4633,126.44,30.5785,103.947
BKK,Thailand,NRT,Japan,Boeing B747F-Unspecified,49,13.6811,100.747,35.7653,140.386
BOM,India,AUH,United Arab Emirates,Airbus A330-300,49,19.0887,72.8679,24.433,54.6511
CTU,China,BKK,Thailand,Airbus A330-Unspecified,49,30.5785,103.947,13.6811,100.747
BKK,Thailand,CPH,Denmark,Airbus A340-300,49,13.6811,100.747,55.6179,12.656
BKK,Thailand,CTU,China,Airbus A330-Unspecified,49,13.6811,100.747,30.5785,103.947
AUH,United Arab Emirates,ZYL,Bangladesh,Boeing B777-300,48,24.433,54.6511,24.9632,91.8668
BKK,Thailand,CAN,China,Boeing B777-300,48,13.6811,100.747,23.3924,113.299
RUH,Saudi Arabia,FRA,Germany,Boeing B747F-Unspecified,48,24.9576,46.6988,50.0333,8.57056
DOH,Qatar,LHR,United Kingdom,Boeing B777-200LR,48,25.2731,51.6081,51.4775,-0.461389
SHJ,United Arab Emirates,CCU,India,Boeing MD-11F,48,25.3286,55.5172,22.6547,88.4467
BKK,Thailand,DOH,Qatar,Boeing B777-200LR,48,13.6811,100.747,25.2731,51.6081
DOH,Qatar,BKK,Thailand,Boeing B777-200LR,48,25.2731,51.6081,13.6811,100.747
BKK,Thailand,MXP,Italy,Boeing B747-400F,48,13.6811,100.747,45.6306,8.72811
HKT,Thailand,CPH,Denmark,Boeing B767-300,48,8.1132,98.3169,55.6179,12.656
TPE,Taiwan,KKJ,Japan,Boeing B747-400F,48,25.0777,121.233,33.8459,131.035
SGN,Vietnam,BKK,Thailand,Airbus A330-300,48,10.8188,106.652,13.6811,100.747
MAA,India,DOH,Qatar,Boeing B777-200LRF,48,12.99,80.1693,25.2731,51.6081
BKK,Thailand,SGN,Vietnam,Airbus A340-300,48,13.6811,100.747,10.8188,106.652
CAN,China,BKK,Thailand,Boeing B777-300,48,23.3924,113.299,13.6811,100.747
BKK,Thailand,SGN,Vietnam,Airbus A330-300,48,13.6811,100.747,10.8188,106.652
HAN,Vietnam,AUH,United Arab Emirates,Airbus A330-200F,47,21.2212,105.807,24.433,54.6511
DOH,Qatar,MXP,Italy,Airbus A330-200F,47,25.2731,51.6081,45.6306,8.72811
SGN,Vietnam,TPE,Taiwan,Boeing B747-400,47,10.8188,106.652,25.0777,121.233
ICN,South Korea,MAD,Spain,Boeing B747-400,47,37.4633,126.44,40.4719,-3.56264
SGN,Vietnam,BKK,Thailand,Airbus A340-300,47,10.8188,106.652,13.6811,100.747
DMM,Saudi Arabia,FRA,Germany,Boeing B747F-Unspecified,47,26.4712,49.7979,50.0333,8.57056
DOH,Qatar,BLR,India,Boeing B777-200LRF,47,25.2731,51.6081,13.1979,77.7063
DOH,Qatar,DAC,Bangladesh,Boeing B777-200LRF,47,25.2731,51.6081,23.8433,90.3978
HYD,India,DXB,United Arab Emirates,Boeing B777-200LR,46,17.2313,78.4299,25.2528,55.3644
TPE,Taiwan,SGN,Vietnam,Boeing B747-400,46,25.0777,121.233,10.8188,106.652
DXB,United Arab Emirates,HYD,India,Boeing B777-200LR,46,25.2528,55.3644,17.2313,78.4299
TPE,Taiwan,CKG,China,Boeing MD-11F,46,25.0777,121.233,29.7192,106.642
CGO,China,TPE,Taiwan,Boeing B747-400F,46,34.5197,113.841,25.0777,121.233
DXB,United Arab Emirates,BRU,Belgium,Boeing B777-300ER,46,25.2528,55.3644,50.9014,4.48444
ICN,South Korea,CDG,France,Boeing B777-200LRF,46,37.4633,126.44,49.0097,2.54778
DOH,Qatar,CCU,India,Boeing B777-200LRF,46,25.2731,51.6081,22.6547,88.4467
DXB,United Arab Emirates,SIN,Singapore,Boeing B777-200LRF,45,25.2528,55.3644,1.35019,103.994
BKK,Thailand,XMN,China,Airbus A330-Unspecified,45,13.6811,100.747,24.544,118.128
TLV,Israel,LHR,United Kingdom,Boeing B767-300ER,45,32.0114,34.8867,51.4775,-0.461389
CCU,India,DAC,Bangladesh,Boeing B777-200LRF,45,22.6547,88.4467,23.8433,90.3978
CKG,China,TPE,Taiwan,Boeing MD-11F,45,29.7192,106.642,25.0777,121.233
XMN,China,BKK,Thailand,Airbus A330-Unspecified,45,24.544,118.128,13.6811,100.747
BKK,Thailand,HND,Japan,Boeing B787-Unspecified,45,13.6811,100.747,35.5533,139.781
RUH,Saudi Arabia,SHJ,United Arab Emirates,Boeing B747-400F,44,24.9576,46.6988,25.3286,55.5172
PVG,China,BKK,Thailand,Boeing B747-400,44,31.1434,121.805,13.6811,100.747
