departureAirport,origCountry,arrivalAirport,destCountry,aircraftName,Frequency,departure_latitude,departure_longitude,arrival_latitude,arrival_longitude
PEK,China,AUH,United Arab Emirates,Boeing B777-200LRF,44,40.0725,116.598,24.433,54.6511
BKK,Thailand,PVG,China,Boeing B747-400,44,13.6811,100.747,31.1434,121.805
KHH,Taiwan,BKK,Thailand,Airbus A330-300,44,22.5771,120.35,13.6811,100.747
ICN,South Korea,TSN,China,Boeing B767-300,44,37.4633,126.44,39.1244,117.346
ICN,South Korea,KKJ,Japan,Boeing B747-400F,44,37.4633,126.44,33.8459,131.035
DMM,Saudi Arabia,HYD,India,Boeing B777-200ER,44,26.4712,49.7979,17.2313,78.4299
JED,Saudi Arabia,SHJ,United Arab Emirates,Boeing B747-200F,44,21.6796,39.1565,25.3286,55.5172
TPE,Taiwan,FRA,Germany,Airbus A340-300,44,25.0777,121.233,50.0333,8.57056
HND,Japan,BKK,Thailand,Boeing B787-Unspecified,44,35.5533,139.781,13.6811,100.747
HKT,Thailand,ARN,Sweden,Boeing B767-300,44,8.1132,98.3169,59.6519,17.9186
DEL,India,NRT,Japan,Boeing B777-300,44,28.5665,77.1031,35.7653,140.386
NRT,Japan,HHN,Germany,Boeing B747-400F,44,35.7653,140.386,49.9487,7.26389
NRT,Japan,DEL,India,Boeing B777-300,44,35.7653,140.386,28.5665,77.1031
TLV,Israel,FCO,Italy,Airbus A330-Unspecified,43,32.0114,34.8867,41.8003,12.2389
BKK,Thailand,KHH,Taiwan,Airbus A330-300,43,13.6811,100.747,22.5771,120.35
ICN,South Korea,KWL,China,Boeing B767-300,43,37.4633,126.44,25.2181,110.039
BOM,India,HAN,Vietnam,Airbus A330-200F,43,19.0887,72.8679,21.2212,105.807
DWC,United Arab Emirates,FRA,Germany,Boeing B747-400F,43,24.8964,55.1614,50.0333,8.57056
JED,Saudi Arabia,FRA,Germany,Boeing B747F-Unspecified,43,21.6796,39.1565,50.0333,8.57056
CGO,China,TPE,Taiwan,Boeing MD-11F,43,34.5197,113.841,25.0777,121.233
KWL,China,ICN,South Korea,Boeing B767-300,43,25.2181,110.039,37.4633,126.44
HYD,India,DMM,Saudi Arabia,Boeing B777-200ER,43,17.2313,78.4299,26.4712,49.7979
TSN,China,ICN,South Korea,Boeing B767-300,43,39.1244,117.346,37.4633,126.44
DXB,United Arab Emirates,DAC,Bangladesh,Airbus A310-300,43,25.2528,55.3644,23.8433,90.3978
DOH,Qatar,DAC,Bangladesh,Airbus A330-200F,43,25.2731,51.6081,23.8433,90.3978
HAN,Vietnam,BKK,Thailand,Boeing B747-400F,42,21.2212,105.807,13.6811,100.747
TLV,Israel,LTN,United Kingdom,Boeing B767-300ER,42,32.0114,34.8867,51.8747,-0.368333
CTU,China,ICN,South Korea,Boeing B777-200LRF,42,30.5785,103.947,37.4633,126.44
DWC,United Arab Emirates,HAN,Vietnam,Boeing B777-200LRF,42,24.8964,55.1614,21.2212,105.807
MAA,India,AUH,United Arab Emirates,Boeing B747-400F,42,12.99,80.1693,24.433,54.6511
ICN,South Korea,CTU,China,Boeing B777-200LRF,42,37.4633,126.44,30.5785,103.947
DEL,India,AUH,United Arab Emirates,Boeing B777-300ER,42,28.5665,77.1031,24.433,54.6511
AUH,United Arab Emirates,DEL,India,Boeing B777-300ER,42,24.433,54.6511,28.5665,77.1031
CAN,China,DXB,United Arab Emirates,Airbus A330-200,42,23.3924,113.299,25.2528,55.3644
DXB,United Arab Emirates,CAN,China,Airbus A330-200,42,25.2528,55.3644,23.3924,113.299
HAN,Vietnam,DWC,United Arab Emirates,Boeing B777-200LRF,42,21.2212,105.807,24.8964,55.1614
AUH,United Arab Emirates,FRA,Germany,Airbus A340-300,41,24.433,54.6511,50.0333,8.57056
PUS,South Korea,BKK,Thailand,Boeing B747-400,41,35.1795,128.938,13.6811,100.747
PEK,China,DXB,United Arab Emirates,Airbus A330-200,41,40.0725,116.598,25.2528,55.3644
SGN,Vietnam,DXB,United Arab Emirates,Boeing B777-300ER,41,10.8188,106.652,25.2528,55.3644
BKK,Thailand,SDJ,Japan,Airbus A330-Unspecified,41,13.6811,100.747,38.1397,140.917
DOH,Qatar,SHJ,United Arab Emirates,Airbus A330-200F,41,25.2731,51.6081,25.3286,55.5172
GMP,South Korea,SHA,China,Boeing B747-400,41,,,31.1979,121.336
DEL,India,MAN,United Kingdom,Boeing B747-400F,41,28.5665,77.1031,53.3537,-2.27495
DXB,United Arab Emirates,SGN,Vietnam,Boeing B777-300ER,41,25.2528,55.3644,10.8188,106.652
AUH,United Arab Emirates,PVG,China,Airbus A330-200F,41,24.433,54.6511,31.1434,121.805
TLV,Israel,ICN,South Korea,Boeing B747-400F,41,32.0114,34.8867,37.4633,126.44
AUH,United Arab Emirates,CGP,Bangladesh,Boeing B777-300,41,24.433,54.6511,22.2496,91.8133
BKK,Thailand,PUS,South Korea,Boeing B747-400,41,13.6811,100.747,35.1795,128.938
SHA,China,GMP,South Korea,Boeing B747-400,41,31.1979,121.336,,
DXB,United Arab Emirates,PEK,China,Airbus A330-200,41,25.2528,55.3644,40.0725,116.598
CKG,China,ICN,South Korea,Boeing B767-300,41,29.7192,106.642,37.4633,126.44
ICN,South Korea,CKG,China,Boeing B767-300,40,37.4633,126.44,29.7192,106.642
PVG,China,CJU,South Korea,Airbus A330-200,40,31.1434,121.805,33.5113,126.493
PVG,China,ICN,South Korea,Boeing B747-400M,40,31.1434,121.805,37.4633,126.44
CJU,South Korea,PVG,China,Airbus A330-200,40,33.5113,126.493,31.1434,121.805
ICN,South Korea,PVG,China,Boeing B747-400M,40,37.4633,126.44,31.1434,121.805
SDJ,Japan,BKK,Thailand,Airbus A330-Unspecified,40,38.1397,140.917,13.6811,100.747
BKK,Thailand,BOM,India,Boeing B777-300,40,13.6811,100.747,19.0887,72.8679
BOM,India,BKK,Thailand,Boeing B777-300,40,19.0887,72.8679,13.6811,100.747
DOH,Qatar,PVG,China,Boeing B777-200LRF,40,25.2731,51.6081,31.1434,121.805
BKK,Thailand,FRA,Germany,Boeing B767-Unspecified,40,13.6811,100.747,50.0333,8.57056
TPE,Taiwan,NGO,Japan,Boeing B777-200/200ER,40,25.0777,121.233,34.8584,136.805
NGO,Japan,TPE,Taiwan,Boeing B777-200/200ER,40,34.8584,136.805,25.0777,121.233
PVG,China,DOH,Qatar,Boeing B777-200LRF,39,31.1434,121.805,25.2731,51.6081
DEL,India,LHR,United Kingdom,Boeing B747-8F,39,28.5665,77.1031,51.4775,-0.461389
GOI,India,MAN,United Kingdom,Airbus A330-200,39,15.3808,73.8314,53.3537,-2.27495
CTU,China,FRA,Germany,Airbus A330-300,39,30.5785,103.947,50.0333,8.57056
DMM,Saudi Arabia,PVG,China,Boeing B747-8F,39,26.4712,49.7979,31.1434,121.805
SGN,Vietnam,BKK,Thailand,Airbus A330-200F,39,10.8188,106.652,13.6811,100.747
TPE,Taiwan,SGN,Vietnam,Boeing B747-400F,39,25.0777,121.233,10.8188,106.652
PVG,China,LHR,United Kingdom,Airbus A340-300,39,31.1434,121.805,51.4775,-0.461389
DAC,Bangladesh,HAN,Vietnam,Boeing B747-8F,38,23.8433,90.3978,21.2212,105.807
SZX,China,ICN,South Korea,Airbus A330-200,38,22.6393,113.811,37.4633,126.44
SHJ,United Arab Emirates,LHR,United Kingdom,Boeing B747-400F,38,25.3286,55.5172,51.4775,-0.461389
ICN,South Korea,SZX,China,Airbus A330-200,38,37.4633,126.44,22.6393,113.811
AUH,United Arab Emirates,FRA,Germany,Boeing B747F-Unspecified,38,24.433,54.6511,50.0333,8.57056
SIN,Singapore,SHJ,United Arab Emirates,Boeing B747-400F,38,1.35019,103.994,25.3286,55.5172
SGN,Vietnam,AUH,United Arab Emirates,Airbus A330-300,38,10.8188,106.652,24.433,54.6511
MAA,India,DWC,United Arab Emirates,Boeing B747-400F,38,12.99,80.1693,24.8964,55.1614
DEL,India,DOH,Qatar,Airbus A330-300,38,28.5665,77.1031,25.2731,51.6081
TPE,Taiwan,HFE,China,Airbus A330-300,38,25.0777,121.233,31.78,117.298
HFE,China,TPE,Taiwan,Airbus A330-300,38,31.78,117.298,25.0777,121.233
ICN,South Korea,FRA,Germany,Airbus A340-600,38,37.4633,126.44,50.0333,8.57056
SHJ,United Arab Emirates,BKK,Thailand,Boeing MD-11F,38,25.3286,55.5172,13.6811,100.747
AUH,United Arab Emirates,SGN,Vietnam,Airbus A330-300,38,24.433,54.6511,10.8188,106.652
DXB,United Arab Emirates,ATH,Greece,Boeing B777-300,38,25.2528,55.3644,37.9364,23.9445
ICN,South Korea,MXP,Italy,Boeing B777-200ER,37,37.4633,126.44,45.6306,8.72811
TPE,Taiwan,HAN,Vietnam,Boeing B777-300ER,37,25.0777,121.233,21.2212,105.807
HAN,Vietnam,TPE,Taiwan,Boeing B777-300ER,37,21.2212,105.807,25.0777,121.233
FUK,Japan,ICN,South Korea,Airbus A330-200,37,33.5859,130.451,37.4633,126.44
JED,Saudi Arabia,MAN,United Kingdom,Airbus A330-Unspecified,37,21.6796,39.1565,53.3537,-2.27495
PEK,China,BKK,Thailand,Airbus A340-300,37,40.0725,116.598,13.6811,100.747
XIY,China,ICN,South Korea,Boeing B767-300,37,34.4471,108.752,37.4633,126.44
BKK,Thailand,PEK,China,Airbus A340-300,37,13.6811,100.747,40.0725,116.598
ICN,South Korea,XIY,China,Boeing B767-300,37,37.4633,126.44,34.4471,108.752
KBV,Thailand,ARN,Sweden,Boeing B767-300,36,8.09912,98.9862,59.6519,17.9186
BKK,Thailand,TLV,Israel,Boeing B747-Unspecified,36,13.6811,100.747,32.0114,34.8867
JED,Saudi Arabia,KNO,Belgium,Boeing B747-400,36,21.6796,39.1565,3.64222,98.8853
TLV,Israel,BKK,Thailand,Boeing B747-Unspecified,36,32.0114,34.8867,13.6811,100.747
GMP,South Korea,KIX,Japan,Boeing B747-400,36,,,34.4305,135.23
SHJ,United Arab Emirates,RUH,Saudi Arabia,Boeing B747F-Unspecified,36,25.3286,55.5172,24.9576,46.6988
COK,India,DXB,United Arab Emirates,Boeing B777-300ER,36,10.152,76.4019,25.2528,55.3644
RUH,Saudi Arabia,SHJ,United Arab Emirates,Boeing MD-11F,36,24.9576,46.6988,25.3286,55.5172
ICN,South Korea,FUK,Japan,Airbus A330-200,36,37.4633,126.44,33.5859,130.451
JED,Saudi Arabia,MAD,Spain,Boeing B777-200ER,36,21.6796,39.1565,40.4719,-3.56264
KIX,Japan,GMP,South Korea,Boeing B747-400,36,34.4305,135.23,,
SIN,Singapore,ATH,Greece,Boeing B777-200ER,36,1.35019,103.994,37.9364,23.9445
DXB,United Arab Emirates,COK,India,Boeing B777-300ER,36,25.2528,55.3644,10.152,76.4019
RUH,Saudi Arabia,DAC,Bangladesh,Boeing B747-400,36,24.9576,46.6988,23.8433,90.3978
DEL,India,CDG,France,Boeing B777-200ER,36,28.5665,77.1031,49.0097,2.54778
BKK,Thailand,DEL,India,Boeing B777-200ER,35,13.6811,100.747,28.5665,77.1031
DOH,Qatar,JED,Saudi Arabia,Boeing B777-200LR,35,25.2731,51.6081,21.6796,39.1565
BOM,India,DWC,United Arab Emirates,Boeing B777-200LRF,35,19.0887,72.8679,24.8964,55.1614
DEL,India,BKK,Thailand,Boeing B777-200ER,35,28.5665,77.1031,13.6811,100.747
ICN,South Korea,DWC,United Arab Emirates,Boeing B777-200LRF,35,37.4633,126.44,24.8964,55.1614
DWC,United Arab Emirates,MAA,India,Boeing B777-200LRF,35,24.8964,55.1614,12.99,80.1693
MAA,India,STN,United Kingdom,Boeing B747-8F,35,12.99,80.1693,51.885,0.235
DWC,United Arab Emirates,TPE,Taiwan,Boeing B777-200LRF,35,24.8964,55.1614,25.0777,121.233
DWC,United Arab Emirates,DAC,Bangladesh,Boeing B747-400F,35,24.8964,55.1614,23.8433,90.3978
TPE,Taiwan,DWC,United Arab Emirates,Boeing B777-200LRF,35,25.0777,121.233,24.8964,55.1614
PEK,China,DOH,Qatar,Airbus A330-200,35,40.0725,116.598,25.2731,51.6081
KIX,Japan,TPE,Taiwan,Boeing B767F-Unspecified,35,34.4305,135.23,25.0777,121.233
DAC,Bangladesh,DWC,United Arab Emirates,Boeing B747-400F,35,23.8433,90.3978,24.8964,55.1614
JED,Saudi Arabia,DOH,Qatar,Boeing B777-200LR,35,21.6796,39.1565,25.2731,51.6081
DMM,Saudi Arabia,SHJ,United Arab Emirates,Boeing B747-8F,35,26.4712,49.7979,25.3286,55.5172
JED,Saudi Arabia,DAC,Bangladesh,Boeing B777-200/200ER,35,21.6796,39.1565,23.8433,90.3978
PEK,China,FRA,Germany,Boeing B747-400F,35,40.0725,116.598,50.0333,8.57056
DXB,United Arab Emirates,CDG,France,Boeing B777-200ER,35,25.2528,55.3644,49.0097,2.54778
DWC,United Arab Emirates,ZAZ,Spain,Boeing B747-400F,35,24.8964,55.1614,41.6662,-1.04155
TPE,Taiwan,KIX,Japan,Boeing B767F-Unspecified,35,25.0777,121.233,34.4305,135.23
DOH,Qatar,DXB,United Arab Emirates,Airbus A330-200F,35,25.2731,51.6081,25.2528,55.3644
DWC,United Arab Emirates,BOM,India,Boeing B777-200LRF,35,24.8964,55.1614,19.0887,72.8679
ICN,South Korea,NGO,Japan,Airbus A330-300,34,37.4633,126.44,34.8584,136.805
DWC,United Arab Emirates,BOM,India,Airbus A330-200F,34,24.8964,55.1614,19.0887,72.8679
AUH,United Arab Emirates,CGP,Bangladesh,Airbus A310-300,34,24.433,54.6511,22.2496,91.8133
HAN,Vietnam,ICN,South Korea,Boeing B767-300ERF,34,21.2212,105.807,37.4633,126.44
XIY,China,CDG,France,Airbus A330-Unspecified,34,34.4471,108.752,49.0097,2.54778
DOH,Qatar,PEK,China,Airbus A330-200,34,25.2731,51.6081,40.0725,116.598
DMM,Saudi Arabia,DAC,Bangladesh,Boeing B747-400F,34,26.4712,49.7979,23.8433,90.3978
TSN,China,NRT,Japan,Boeing B767F-Unspecified,34,39.1244,117.346,35.7653,140.386
DXB,United Arab Emirates,LHR,United Kingdom,Boeing B777-200LRF,34,25.2528,55.3644,51.4775,-0.461389
DOH,Qatar,DEL,India,Airbus A330-300,34,25.2731,51.6081,28.5665,77.1031
DAC,Bangladesh,DOH,Qatar,Airbus A310-300,34,23.8433,90.3978,25.2731,51.6081
CAN,China,DXB,United Arab Emirates,Boeing B777-200LRF,34,23.3924,113.299,25.2528,55.3644
DXB,United Arab Emirates,ARN,Sweden,Boeing B777-200LR,34,25.2528,55.3644,59.6519,17.9186
CKG,China,FRA,Germany,Boeing B777-200LRF,34,29.7192,106.642,50.0333,8.57056
DAC,Bangladesh,RUH,Saudi Arabia,Boeing B777-200/200ER,34,23.8433,90.3978,24.9576,46.6988
SIN,Singapore,CDG,France,Boeing B777-200ER,34,1.35019,103.994,49.0097,2.54778
NRT,Japan,TSN,China,Airbus A300-B4F/C4F/F4F,34,35.7653,140.386,39.1244,117.346
CGP,Bangladesh,DXB,United Arab Emirates,Airbus A300-Unspecified,34,22.2496,91.8133,25.2528,55.3644
NRT,Japan,SGN,Vietnam,Boeing B777-200ER,34,35.7653,140.386,10.8188,106.652
DXB,United Arab Emirates,FRA,Germany,Boeing B777-200LRF,34,25.2528,55.3644,50.0333,8.57056
KIX,Japan,DLC,China,Boeing B767F-Unspecified,34,34.4305,135.23,38.9657,121.539
DXB,United Arab Emirates,CPH,Denmark,Boeing B777-200LRF,34,25.2528,55.3644,55.6179,12.656
CNX,Thailand,ICN,South Korea,Boeing B767-300ER,34,18.7668,98.9626,37.4633,126.44
TPE,Taiwan,KMQ,Japan,Airbus A330-200,34,25.0777,121.233,36.3946,136.407
DXB,United Arab Emirates,CAN,China,Boeing B777-200LRF,34,25.2528,55.3644,23.3924,113.299
ICN,South Korea,HRB,China,Airbus A330-300,34,37.4633,126.44,45.6234,126.25
KMQ,Japan,TPE,Taiwan,Airbus A330-200,34,36.3946,136.407,25.0777,121.233
HRB,China,ICN,South Korea,Airbus A330-300,34,45.6234,126.25,37.4633,126.44
ICN,South Korea,CNX,Thailand,Boeing B767-300ER,34,37.4633,126.44,18.7668,98.9626
KMI,Japan,ICN,South Korea,Boeing B767-300,33,31.8772,131.449,37.4633,126.44
ICN,South Korea,KMI,Japan,Boeing B767-300,33,37.4633,126.44,31.8772,131.449
SGN,Vietnam,NRT,Japan,Boeing B777-200ER,33,10.8188,106.652,35.7653,140.386
DEL,India,MAN,United Kingdom,Boeing B747-8F,33,28.5665,77.1031,53.3537,-2.27495
DXB,United Arab Emirates,BCN,Spain,Boeing B777-300ER,33,25.2528,55.3644,41.2971,2.07846
PUS,South Korea,TPE,Taiwan,Airbus A330-300,33,35.1795,128.938,25.0777,121.233
DAC,Bangladesh,DOH,Qatar,Boeing B777-300,33,23.8433,90.3978,25.2731,51.6081
ICN,South Korea,LHR,United Kingdom,Boeing B777-200ER,32,37.4633,126.44,51.4775,-0.461389
CGO,China,FRA,Germany,Boeing B747-400F,32,34.5197,113.841,50.0333,8.57056
DOH,Qatar,MAA,India,Airbus A330-200,32,25.2731,51.6081,12.99,80.1693
MAA,India,DOH,Qatar,Airbus A330-200,32,12.99,80.1693,25.2731,51.6081
TPE,Taiwan,PUS,South Korea,Airbus A330-300,32,25.0777,121.233,35.1795,128.938
MAA,India,AUH,United Arab Emirates,Boeing B747F-Unspecified,31,12.99,80.1693,24.433,54.6511
DXB,United Arab Emirates,MXP,Italy,Airbus A380-800,31,25.2528,55.3644,45.6306,8.72811
XMN,China,BKK,Thailand,Boeing B747-400F,31,24.544,118.128,13.6811,100.747
KIX,Japan,CAN,China,Airbus A330-200,31,34.4305,135.23,23.3924,113.299
CAN,China,KIX,Japan,Airbus A330-200,31,23.3924,113.299,34.4305,135.23
PVG,China,MAA,India,Boeing B747F-Unspecified,31,31.1434,121.805,12.99,80.1693
DLC,China,ICN,South Korea,Airbus A330-200,31,38.9657,121.539,37.4633,126.44
DWC,United Arab Emirates,PVG,China,Boeing B747F-Unspecified,31,24.8964,55.1614,31.1434,121.805
ICN,South Korea,DLC,China,Airbus A330-200,31,37.4633,126.44,38.9657,121.539
KHH,Taiwan,PEK,China,Airbus A330-300,30,22.5771,120.35,40.0725,116.598
CAN,China,NRT,Japan,Boeing B777-200/200ER,30,23.3924,113.299,35.7653,140.386
ICN,South Korea,TPE,Taiwan,Boeing B747-400,30,37.4633,126.44,25.0777,121.233
HKT,Thailand,DXB,United Arab Emirates,Airbus A340-300,30,8.1132,98.3169,25.2528,55.3644
BOM,India,RUH,Saudi Arabia,Boeing B747F-Unspecified,30,19.0887,72.8679,24.9576,46.6988
TPE,Taiwan,CGO,China,Boeing MD-11F,30,25.0777,121.233,34.5197,113.841
CSX,China,KHH,Taiwan,Airbus A330-300,30,28.1892,113.22,22.5771,120.35
DXB,United Arab Emirates,HKT,Thailand,Airbus A340-300,30,25.2528,55.3644,8.1132,98.3169
TPE,Taiwan,KIX,Japan,Boeing B787-8,30,25.0777,121.233,34.4305,135.23
NGO,Japan,ICN,South Korea,Airbus A330-300,30,34.8584,136.805,37.4633,126.44
CTU,China,ICN,South Korea,Airbus A330-Unspecified,30,30.5785,103.947,37.4633,126.44
KMG,China,DXB,United Arab Emirates,Airbus A330-200,30,25.1019,102.929,25.2528,55.3644
PEK,China,KHH,Taiwan,Airbus A330-300,30,40.0725,116.598,22.5771,120.35
AUH,United Arab Emirates,FRA,Germany,Boeing B777-200LRF,30,24.433,54.6511,50.0333,8.57056
TSA,Taiwan,HND,Japan,Boeing B777-Unspecified,30,25.0694,121.552,35.5533,139.781
BOM,India,FRA,Germany,Boeing MD-11F,30,19.0887,72.8679,50.0333,8.57056
HND,Japan,TSA,Taiwan,Boeing B777-Unspecified,30,35.5533,139.781,25.0694,121.552
BKK,Thailand,RUH,Saudi Arabia,Boeing MD-11F,30,13.6811,100.747,24.9576,46.6988
KIX,Japan,TPE,Taiwan,Boeing B787-8,30,34.4305,135.23,25.0777,121.233
BKK,Thailand,FUK,Japan,Boeing B777-300,30,13.6811,100.747,33.5859,130.451
KIX,Japan,BKK,Thailand,Boeing B787-8,30,34.4305,135.23,13.6811,100.747
NRT,Japan,CDG,France,Boeing B777-200ER,30,35.7653,140.386,49.0097,2.54778
TPE,Taiwan,ICN,South Korea,Boeing B747-400,30,25.0777,121.233,37.4633,126.44
KHH,Taiwan,CSX,China,Airbus A330-300,30,22.5771,120.35,28.1892,113.22
DXB,United Arab Emirates,KMG,China,Airbus A330-200,30,25.2528,55.3644,25.1019,102.929
NRT,Japan,CAN,China,Boeing B777-200/200ER,30,35.7653,140.386,23.3924,113.299
CGP,Bangladesh,CAN,China,Airbus A330-200F,29,22.2496,91.8133,23.3924,113.299
TPE,Taiwan,CAN,China,Boeing B777-300ER,29,25.0777,121.233,23.3924,113.299
RUH,Saudi Arabia,BOM,India,Airbus A330-200F,29,24.9576,46.6988,19.0887,72.8679
ICN,South Korea,TSN,China,Boeing B777-200LR,29,37.4633,126.44,39.1244,117.346
BKK,Thailand,KIX,Japan,Boeing B787-8,29,13.6811,100.747,34.4305,135.23
PEK,China,ICN,South Korea,Boeing B767-300,29,40.0725,116.598,37.4633,126.44
TSN,China,ICN,South Korea,Boeing B777-200LR,29,39.1244,117.346,37.4633,126.44
AUH,United Arab Emirates,CGP,Bangladesh,Airbus A330-200F,29,24.433,54.6511,22.2496,91.8133
JED,Saudi Arabia,FRA,Germany,Airbus A340-600,29,21.6796,39.1565,50.0333,8.57056
HAN,Vietnam,DOH,Qatar,Boeing B777-200LRF,29,21.2212,105.807,25.2731,51.6081
FUK,Japan,BKK,Thailand,Boeing B777-300,29,33.5859,130.451,13.6811,100.747
CAN,China,TPE,Taiwan,Boeing B777-300ER,29,23.3924,113.299,25.0777,121.233
DOH,Qatar,BKK,Thailand,Airbus A380-800,28,25.2731,51.6081,13.6811,100.747
ICN,South Korea,MXP,Italy,Boeing B777-300ER,28,37.4633,126.44,45.6306,8.72811
ICN,South Korea,PEK,China,Boeing B767-300,28,37.4633,126.44,40.0725,116.598
DXB,United Arab Emirates,CGP,Bangladesh,Airbus A300-Unspecified,28,25.2528,55.3644,22.2496,91.8133
KIX,Japan,FCO,Italy,Boeing B777-200ER,28,34.4305,135.23,41.8003,12.2389
DOH,Qatar,MAD,Spain,Boeing B777-200LR,28,25.2731,51.6081,40.4719,-3.56264
RUH,Saudi Arabia,AUH,United Arab Emirates,Airbus A330-300,28,24.9576,46.6988,24.433,54.6511
DEL,India,BRU,Belgium,Boeing B777-300ER,28,28.5665,77.1031,50.9014,4.48444
NRT,Japan,TPE,Taiwan,Boeing B777-300ER,28,35.7653,140.386,25.0777,121.233
NRT,Japan,ICN,South Korea,Boeing B767-300,28,35.7653,140.386,37.4633,126.44
CAN,China,ICN,South Korea,Boeing B777-200ER,28,23.3924,113.299,37.4633,126.44
ICN,South Korea,CAN,China,Boeing B777-200ER,28,37.4633,126.44,23.3924,113.299
JED,Saudi Arabia,SHJ,United Arab Emirates,Boeing B747-400F,27,21.6796,39.1565,25.3286,55.5172
DXB,United Arab Emirates,HAN,Vietnam,Boeing B777-200LRF,27,25.2528,55.3644,21.2212,105.807
RUH,Saudi Arabia,HYD,India,Airbus A330-300,27,24.9576,46.6988,17.2313,78.4299
ICN,South Korea,CTS,Japan,Boeing B777-200ER,27,37.4633,126.44,,
HYD,India,RUH,Saudi Arabia,Airbus A330-300,27,17.2313,78.4299,24.9576,46.6988
JED,Saudi Arabia,BOM,India,Boeing MD-11F,27,21.6796,39.1565,19.0887,72.8679
BKK,Thailand,DOH,Qatar,Airbus A380-800,27,13.6811,100.747,25.2731,51.6081
DAC,Bangladesh,DXB,United Arab Emirates,Boeing B777-200/200ER,27,23.8433,90.3978,25.2528,55.3644
PVG,China,BKK,Thailand,Airbus A340-300,27,31.1434,121.805,13.6811,100.747
NRT,Japan,ZRH,Switzerland,Airbus A330-200,27,35.7653,140.386,47.4647,8.54917
KIX,Japan,ICN,South Korea,Airbus A380-800,27,34.4305,135.23,37.4633,126.44
CTS,Japan,ICN,South Korea,Boeing B777-200ER,27,,,37.4633,126.44
ICN,South Korea,KIX,Japan,Airbus A380-800,27,37.4633,126.44,34.4305,135.23
KIX,Japan,ICN,South Korea,Boeing B777-200LRF,27,34.4305,135.23,37.4633,126.44
BOM,India,RUH,Saudi Arabia,Boeing MD-11F,27,19.0887,72.8679,24.9576,46.6988
JED,Saudi Arabia,HYD,India,Airbus A330-300,27,21.6796,39.1565,17.2313,78.4299
TPE,Taiwan,ICN,South Korea,Boeing B747-8F,26,25.0777,121.233,37.4633,126.44
SDJ,Japan,ICN,South Korea,Boeing B767-300,26,38.1397,140.917,37.4633,126.44
PEK,China,ICN,South Korea,Boeing B747-400,26,40.0725,116.598,37.4633,126.44
PEK,China,GMP,South Korea,Airbus A330-200,26,40.0725,116.598,,
SIN,Singapore,DAC,Bangladesh,Boeing B747-400F,26,1.35019,103.994,23.8433,90.3978
JED,Saudi Arabia,ZYL,Bangladesh,Boeing B777-300,26,21.6796,39.1565,24.9632,91.8668
DAC,Bangladesh,DMM,Saudi Arabia,Airbus A310-300,26,23.8433,90.3978,26.4712,49.7979
BKK,Thailand,ICN,South Korea,Boeing B777-200LRF,26,13.6811,100.747,37.4633,126.44
ICN,South Korea,NRT,Japan,Boeing B767-300,26,37.4633,126.44,35.7653,140.386
ICN,South Korea,KOJ,Japan,Airbus A330-300,26,37.4633,126.44,31.8034,130.719
DMM,Saudi Arabia,DAC,Bangladesh,Airbus A310-300,26,26.4712,49.7979,23.8433,90.3978
DOH,Qatar,BOM,India,Airbus A330-300,26,25.2731,51.6081,19.0887,72.8679
HAN,Vietnam,BKK,Thailand,Boeing B777-200LRF,26,21.2212,105.807,13.6811,100.747
BOM,India,RUH,Saudi Arabia,Boeing B747-400F,26,19.0887,72.8679,24.9576,46.6988
DAC,Bangladesh,BRU,Belgium,Boeing B747-400F,26,23.8433,90.3978,50.9014,4.48444
DAC,Bangladesh,CGO,China,Boeing B747-400F,26,23.8433,90.3978,34.5197,113.841
DWC,United Arab Emirates,ICN,South Korea,Boeing B777-200LRF,26,24.8964,55.1614,37.4633,126.44
JED,Saudi Arabia,DAC,Bangladesh,Boeing B747-400F,26,21.6796,39.1565,23.8433,90.3978
MED,Saudi Arabia,DXB,United Arab Emirates,Boeing B777-300,26,24.5534,39.7051,25.2528,55.3644
JED,Saudi Arabia,BOM,India,Boeing B747-400F,26,21.6796,39.1565,19.0887,72.8679
KOJ,Japan,ICN,South Korea,Airbus A330-300,26,31.8034,130.719,37.4633,126.44
DXB,United Arab Emirates,MED,Saudi Arabia,Boeing B777-300,26,25.2528,55.3644,24.5534,39.7051
BOM,India,DOH,Qatar,Airbus A330-300,26,19.0887,72.8679,25.2731,51.6081
ICN,South Korea,PEK,China,Boeing B747-400,26,37.4633,126.44,40.0725,116.598
NRT,Japan,DOH,Qatar,Boeing B777-300ER,25,35.7653,140.386,25.2731,51.6081
BOM,India,DWC,United Arab Emirates,Boeing B747-400F,25,19.0887,72.8679,24.8964,55.1614
SGN,Vietnam,BKK,Thailand,Airbus A340-600,25,10.8188,106.652,13.6811,100.747
ICN,South Korea,DLC,China,Boeing B767-300,25,37.4633,126.44,38.9657,121.539
